画面名 (JP),API List,Business Flow,Giải thích tính năng,Menu,Remark ,Screen (VI),Screen ID,Status,Sub menu,System,Thông tin hiển thị trên màn hình,URL,Wireframe list,サブメニュー,システム,メニュー,機能説明,画面表示情報
派遣元テナント一覧,"PA-TEN-001-API-01-Moto tenant list (https://www.notion.so/PA-TEN-001-API-01-Moto-tenant-list-368f02c407dd8093acd3cd3bb1ed416b?pvs=21), PA-TEN-001-API-02-Export moto tenant list (https://www.notion.so/PA-TEN-001-API-02-Export-moto-tenant-list-368f02c407dd8061b76dd671c908064a?pvs=21), ST-HOME-001-API-01-Staff Dashboard (https://www.notion.so/ST-HOME-001-API-01-Staff-Dashboard-36bf02c407dd8085b684c17da6bf2677?pvs=21)",,Danh sách tenant MOTO,Tenant Management,,MOTO Tenant List,PA-TEN-001,Not started,,Platform SaaS Admin,"Company name, tenant code, contract plan, active staff count, active contract count, billing status, tenant status",/admin/moto-tenants,,,プラットフォーム管理,テナント管理,派遣元テナント一覧を表示し、検索・絞込・出力・停止を行う。,会社名、テナントコード、契約プラン、スタッフ数、稼働契約数、請求状態、状態
システム監視ダッシュボード,PA-DB-003-API-01-Health check (https://www.notion.so/PA-DB-003-API-01-Health-check-368f02c407dd8025b4e5fc4ca3cea630?pvs=21),,Monitoring hạ tầng hệ thống,Dashboard,,System Health Dashboard,PA-DB-003,Not started,,Platform SaaS Admin,"CPU, memory, queue, API response, storage usage",/admin/dashboard/system-health,,,プラットフォーム管理,ダッシュボード,システムインフラ状況を監視する。,CPU、メモリ、キュー、API応答、ストレージ使用量
利用機能付与設定,PA-LIC-005-API-01-Tenant Feature Grant Setting (https://www.notion.so/PA-LIC-005-API-01-Tenant-Feature-Grant-Setting-368f02c407dd801a8f41e3c3455dbfcf?pvs=21),,Cấp/bỏ quyền sử dụng từng module/function cho tenant,Tenant Contract / Feature Management,,Tenant Feature Grant Setting,PA-LIC-005,Not started,,Platform SaaS Admin,"Feature list, enabled/disabled status, effective date, operator",/admin/tenant-contracts/:id/features,,,プラットフォーム管理,,テナントに対して利用可能機能を付与・停止する。,機能一覧、有効/無効状態、適用日、実行者
テナント契約編集,PA-LIC-004-API-01-Update Tenant Contract (https://www.notion.so/PA-LIC-004-API-01-Update-Tenant-Contract-368f02c407dd8017ba96e1ce97e45e5a?pvs=21),,Chỉnh sửa điều kiện hợp đồng tenant,Tenant Contract / Feature Management,,Edit Tenant Contract,PA-LIC-004,Not started,,Platform SaaS Admin,"Contract term, feature scope, limit changes, change reason",/admin/tenant-contracts/:id/edit,,,プラットフォーム管理,,テナント利用契約内容を編集する。,契約期間、利用機能範囲、制限変更、変更理由
テナント契約作成,PA-LIC-003-API-001-Create Tenant Contract (https://www.notion.so/PA-LIC-003-API-001-Create-Tenant-Contract-368f02c407dd803a9dacd95fb360ebd4?pvs=21),,Tạo hợp đồng sử dụng cho tenant,Tenant Contract / Feature Management,,Create Tenant Contract,PA-LIC-003,Not started,,Platform SaaS Admin,"Tenant, contract start/end date, granted features, usage limits",/admin/tenant-contracts/create,,,プラットフォーム管理,,テナント利用契約を新規作成する。,テナント、契約開始日・終了日、付与機能、利用制限
テナント契約詳細,PA-LIC-002-API-01-Tenant Contract Detail (https://www.notion.so/PA-LIC-002-API-01-Tenant-Contract-Detail-368f02c407dd8001a78ec2e299460793?pvs=21),,Chi tiết hợp đồng tenant và phạm vi sử dụng,Tenant Contract / Feature Management,,Tenant Contract Detail,PA-LIC-002,Not started,,Platform SaaS Admin,"Contract period, contract document, enabled modules, usage limits, billing condition",/admin/tenant-contracts/:id,,,プラットフォーム管理,,テナント利用契約の詳細および利用範囲を表示する。,契約期間、契約書、利用モジュール、利用制限、請求条件
テナント契約一覧,PA-LIC-001-API-01-Tenant Contract List (https://www.notion.so/PA-LIC-001-API-01-Tenant-Contract-List-368f02c407dd808f9ff3d4157245bef6?pvs=21),,Danh sách hợp đồng sử dụng hệ thống của tenant,Tenant Contract / Feature Management,,Tenant Contract List,PA-LIC-001,Not started,,Platform SaaS Admin,"Tenant name, tenant type, contract period, contract status, enabled feature count",/admin/tenant-contracts,,,プラットフォーム管理,,テナントの利用契約一覧を表示する。,テナント名、テナント種別、契約期間、契約状態、利用機能数
追加導入手続き,PA-TEN-018-API-01-Additional Onboarding Procedure (https://www.notion.so/PA-TEN-018-API-01-Additional-Onboarding-Procedure-368f02c407dd80fe9d1fd15babefa643?pvs=21),,Thực hiện thêm module/setup onboarding,Tenant Management,,Additional Onboarding Procedure,PA-TEN-018,Not started,,Platform SaaS Admin,"Requested module, onboarding status, approval status",/admin/tenants/:id/additional-onboarding,,,プラットフォーム管理,テナント管理,追加導入手続きを行う。,追加機能、導入状態、承認状態
テナント契約復旧,PA-LIC-010-API-01-Restore Tenant Contract (https://www.notion.so/PA-LIC-010-API-01-Restore-Tenant-Contract-368f02c407dd8009b831c3ce543cd150?pvs=21),,Khôi phục hợp đồng tenant đã tạm dừng,Tenant Contract / Feature Management,,Tenant Contract Restore,PA-LIC-010,Not started,,Platform SaaS Admin,"Restore reason, restore date, restored features",/admin/tenant-contracts/:id/restore,,,プラットフォーム管理,,停止中のテナント利用契約を復旧する。,復旧理由、復旧日、復旧機能
テナント契約停止,PA-LIC-009-API-01-Suspend Tenant Contract (https://www.notion.so/PA-LIC-009-API-01-Suspend-Tenant-Contract-368f02c407dd80a4b1e0ea5371a08b82?pvs=21),,Tạm dừng hợp đồng sử dụng tenant,Tenant Contract / Feature Management,,Tenant Contract Suspend,PA-LIC-009,Not started,,Platform SaaS Admin,"Suspend reason, suspend date, affected features",/admin/tenant-contracts/:id/suspend,,,プラットフォーム管理,,テナント利用契約を停止する。,停止理由、停止日、影響機能
契約書管理,"PA-LIC-008-API-01-Contract Document List (https://www.notion.so/PA-LIC-008-API-01-Contract-Document-List-368f02c407dd8046ae6fc4c615e8e98a?pvs=21), PA-LIC-008-API-02-Upload Contract Document (https://www.notion.so/PA-LIC-008-API-02-Upload-Contract-Document-368f02c407dd804c97e8f9f26346d42d?pvs=21), PA-LIC-008-API-03-Delete Contract Document (https://www.notion.so/PA-LIC-008-API-03-Delete-Contract-Document-368f02c407dd80b3a5a8fea80c7509a2?pvs=21)",,Quản lý file hợp đồng tenant,Tenant Contract / Feature Management,,Contract Document Management,PA-LIC-008,Not started,,Platform SaaS Admin,"Contract file, version, upload date, validity period",/admin/tenant-contracts/:id/documents,,,プラットフォーム管理,,テナント契約書ファイルを管理する。,契約書ファイル、版数、アップロード日、有効期間
利用機能変更履歴,PA-LIC-007-API-01-Contract Feature History (https://www.notion.so/PA-LIC-007-API-01-Contract-Feature-History-368f02c407dd8098b01bcb86803c82ca?pvs=21),,Lịch sử thay đổi tính năng được cấp cho tenant,Tenant Contract / Feature Management,,Contract Feature History,PA-LIC-007,Not started,,Platform SaaS Admin,"Changed feature, before/after status, changed by, changed datetime",/admin/tenant-contracts/:id/feature-history,,,プラットフォーム管理,,テナント利用機能の変更履歴を参照する。,変更機能、変更前後状態、変更者、変更日時
利用上限設定,PA-LIC-006-API-01-Usage Limit Setting (https://www.notion.so/PA-LIC-006-API-01-Usage-Limit-Setting-368f02c407dd80959b1ac183e336cb39?pvs=21),,Thiết lập giới hạn sử dụng theo hợp đồng tenant,Tenant Contract / Feature Management,,Usage Limit Setting,PA-LIC-006,Not started,,Platform SaaS Admin,"User limit, storage limit, file upload limit, API limit, tenant type",/admin/tenant-contracts/:id/limits,,,プラットフォーム管理,,テナント契約に基づく利用上限を設定する。,ユーザー数上限、ストレージ上限、ファイル容量上限、API上限、テナント種別
未払い管理,PA-BILL-006-API-01-Overdue Invoice Management (https://www.notion.so/PA-BILL-006-API-01-Overdue-Invoice-Management-368f02c407dd8024a8ccd1dc52aa9bde?pvs=21),,Quản lý overdue invoices,Billing Management,,Overdue Management,PA-BILL-006,Not started,,Platform SaaS Admin,"Overdue days, overdue amount",/admin/overdue,,,プラットフォーム管理,利用料金管理,未払い請求を管理する。,未払い日数、未払い金額
支払管理,PA-BILL-005-API-01-Payment Status Management (https://www.notion.so/PA-BILL-005-API-01-Payment-Status-Management-368f02c407dd80168322dd53b1894b99?pvs=21),,Theo dõi payment status,Billing Management,,Payment Status Management,PA-BILL-005,Not started,,Platform SaaS Admin,"Paid/unpaid status, payment date",/admin/payments,,,プラットフォーム管理,利用料金管理,支払状況を管理する。,支払状態、支払日
請求書DL,PA-BILL-004-API-01-Export Billing Invoice (https://www.notion.so/PA-BILL-004-API-01-Export-Billing-Invoice-368f02c407dd80cbaa28e108726b4cd4?pvs=21),,Export invoice PDF/CSV,Billing Management,,Billing Invoice Export,PA-BILL-004,Not started,,Platform SaaS Admin,"Invoice PDF, generated datetime",/admin/billing/:id/export,,,プラットフォーム管理,利用料金管理,利用料金請求書を出力する。,請求書PDF、生成日時
利用料金詳細,PA-BILL-003-API-01-Usage Billing Detail (https://www.notion.so/PA-BILL-003-API-01-Usage-Billing-Detail-368f02c407dd80b5a672e5eb661f2962?pvs=21),,Chi tiết billing SaaS,Billing Management,,Usage Billing Detail,PA-BILL-003,Not started,,Platform SaaS Admin,"Billing detail, usage summary, invoice detail",/admin/billing/:id,,,プラットフォーム管理,利用料金管理,SaaS利用料金詳細を表示する。,利用明細、利用集計、請求詳細
利用料金一覧,PA-BILL-002-API-01-Usage Billing List (https://www.notion.so/PA-BILL-002-API-01-Usage-Billing-List-368f02c407dd80fd9b74ea24b265c8ff?pvs=21),,Danh sách billing SaaS,Billing Management,,Usage Billing List,PA-BILL-002,Not started,,Platform SaaS Admin,"Tenant, billing month, amount, payment status",/admin/billing,,,プラットフォーム管理,利用料金管理,SaaS利用料金一覧を表示する。,テナント、請求月、請求額、支払状態
利用料金ダッシュボード,PA-BILL-001-API-01-Billing Dashboard Summary (https://www.notion.so/PA-BILL-001-API-01-Billing-Dashboard-Summary-28ccfea65ccb4e44b3dedfbede0fe7f1?pvs=21),,Dashboard doanh thu SaaS,Billing Management,,Billing Dashboard,PA-BILL-001,Not started,,Platform SaaS Admin,"Monthly revenue, overdue count, paid invoices",/admin/billing/dashboard,,,プラットフォーム管理,利用料金管理,SaaS利用料金状況を表示する。,月間売上、未払い件数、入金済請求
ロック解除,"PA-USER-005-API-01-Account Lock Status (https://www.notion.so/PA-USER-005-API-01-Account-Lock-Status-368f02c407dd807d9b63fe00f6ba54bb?pvs=21), PA-USER-005-API-03-Unlock Platform User (https://www.notion.so/PA-USER-005-API-03-Unlock-Platform-User-368f02c407dd80b394f3d89d13b069a0?pvs=21), PA-USER-005-API-02-Lock Platform User (https://www.notion.so/PA-USER-005-API-02-Lock-Platform-User-368f02c407dd808a9d69e9ac21e12c26?pvs=21)",,Lock/unlock account,User Management,,Account Lock/Unlock,PA-USER-005,Not started,,Platform SaaS Admin,"Lock status, failed login count",/admin/users/lock-management,,,プラットフォーム管理,ユーザー管理,アカウントをロック・解除する。,ロック状態、失敗回数
パスワード初期化,PA-USER-004-API-01-Password Reset (https://www.notion.so/PA-USER-004-API-01-Password-Reset-368f02c407dd80a08ae4d43fa12378e0?pvs=21),,Reset password admin user,User Management,,Password Reset,PA-USER-004,Not started,,Platform SaaS Admin,"Target user, reset datetime",/admin/users/password-reset,,,プラットフォーム管理,ユーザー管理,管理ユーザーパスワードを初期化する。,対象ユーザー、実行日時
権限マスタ,"PA-USER-003-API-01-Role Master List (https://www.notion.so/PA-USER-003-API-01-Role-Master-List-368f02c407dd80d18deadad9307ccf82?pvs=21), PA-USER-003-API-02-Create Role (https://www.notion.so/PA-USER-003-API-02-Create-Role-368f02c407dd806eac2fcb53f87aee26?pvs=21), PA-USER-003-API-03-Update Role (https://www.notion.so/PA-USER-003-API-03-Update-Role-368f02c407dd80e28558ffb71852c538?pvs=21)",,RBAC role management,User Management,,Role Master,PA-USER-003,Not started,,Platform SaaS Admin,"Role name, permission count",/admin/roles,,,プラットフォーム管理,ユーザー管理,RBAC権限を管理する。,権限名、権限数
管理ユーザー作成,PA-USER-002-API-01-Create Platform User (https://www.notion.so/PA-USER-002-API-01-Create-Platform-User-368f02c407dd808fbb38dcd3f6b605d5?pvs=21),テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21),Tạo platform admin user,User Management,,Create Platform User,PA-USER-002,Not started,,Platform SaaS Admin,"User info, assigned role",/admin/users/create,,,プラットフォーム管理,ユーザー管理,管理ユーザーを作成する。,ユーザー情報、割当権限
管理ユーザー一覧,PA-USER-001-API-01-Platform User List (https://www.notion.so/PA-USER-001-API-01-Platform-User-List-368f02c407dd80d2b77cd17fced953ad?pvs=21),テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21),Danh sách platform admins,User Management,,Platform User List,PA-USER-001,Not started,,Platform SaaS Admin,"User name, role, status",/admin/users,,,プラットフォーム管理,ユーザー管理,プラットフォーム管理ユーザー一覧を表示する。,ユーザー名、権限、状態
テナント契約一覧,,"テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",Danh sách hợp đồng sử dụng hệ thống của tenant.,Tenant Contract / Feature Management,,Tenant Contract List,PA-LIC-001,Not started,,Platform SaaS Admin,"Tenant name, tenant type, contract period, contract status, enabled feature count",/admin/tenant-contracts,,,プラットフォーム管理,契約・利用機能管理,テナントの利用契約一覧を表示する。,テナント名、テナント種別、契約期間、契約状態、利用機能数
テナント契約詳細,,"テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",Xem chi tiết hợp đồng tenant và phạm vi sử dụng.,Tenant Contract / Feature Management,,Tenant Contract Detail,PA-LIC-002,Not started,,Platform SaaS Admin,"Contract period, contract document, enabled modules, usage limits, billing condition",/admin/tenant-contracts/:id,,,プラットフォーム管理,契約・利用機能管理,テナント利用契約の詳細および利用範囲を表示する。,契約期間、契約書、利用モジュール、利用制限、請求条件
テナント契約作成,,"テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",Tạo hợp đồng sử dụng cho tenant.,Tenant Contract / Feature Management,,Create Tenant Contract,PA-LIC-003,Not started,,Platform SaaS Admin,"Tenant, contract start/end date, granted features, usage limits",/admin/tenant-contracts/create,,,プラットフォーム管理,契約・利用機能管理,テナント利用契約を新規作成する。,テナント、契約開始日・終了日、付与機能、利用制限
アップロード履歴,,"テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",Upload history viewer,Batch Management,,Upload History,PA-BAT-001,Not started,,Platform SaaS Admin,"Uploaded file, operator, datetime",/admin/uploads,,,プラットフォーム管理,ファイル・バッチ管理,アップロード履歴を参照する。,アップロードファイル、操作者、日時
バックアップ管理,"PA-SYS-006-API-01-Backup List (https://www.notion.so/PA-SYS-006-API-01-Backup-List-368f02c407dd80cdb9f3ce967f48bc67?pvs=21), PA-SYS-006-API-02-Create Backup (https://www.notion.so/PA-SYS-006-API-02-Create-Backup-368f02c407dd80a3a42bf5e7840a4be6?pvs=21), PA-SYS-006-API-03-Download Backup (https://www.notion.so/PA-SYS-006-API-03-Download-Backup-368f02c407dd8090a946dba87de4bb8d?pvs=21)",,Quản lý backup system,System Management,,Backup Management,PA-SYS-006,Not started,,Platform SaaS Admin,"Backup file, backup datetime",/admin/system/backups,,,プラットフォーム管理,システム管理,バックアップを管理する。,バックアップファイル、実行日時
メンテナンスモード,"PA-SYS-005-API-01-Maintenance Mode Status (https://www.notion.so/PA-SYS-005-API-01-Maintenance-Mode-Status-368f02c407dd80bcaff4f6f1e66b9689?pvs=21), PA-SYS-005-API-02-Update Maintenance Mode (https://www.notion.so/PA-SYS-005-API-02-Update-Maintenance-Mode-368f02c407dd808f86cce26dc4ea4051?pvs=21)",,Enable maintenance mode,System Management,,Maintenance Mode,PA-SYS-005,Not started,,Platform SaaS Admin,"Maintenance status, message",/admin/system/maintenance,,,プラットフォーム管理,システム管理,メンテナンスモードを設定する。,メンテナンス状態、メッセージ
APIキー管理,"PA-SYS-004-API-01-API Key List (https://www.notion.so/PA-SYS-004-API-01-API-Key-List-368f02c407dd80bba612d23b9e56db32?pvs=21), PA-SYS-004-API-02-Create API Key (https://www.notion.so/PA-SYS-004-API-02-Create-API-Key-368f02c407dd808aa828decfede1617f?pvs=21), PA-SYS-004-API-03-Revoke API Key (https://www.notion.so/PA-SYS-004-API-03-Revoke-API-Key-368f02c407dd8088a2b4d34db5c0af0f?pvs=21)",,Quản lý API keys,System Management,,API Key Management,PA-SYS-004,Not started,,Platform SaaS Admin,"API key, expiration, usage count",/admin/system/api-keys,,,プラットフォーム管理,システム管理,APIキーを管理する。,APIキー、有効期限、利用回数
ストレージ設定,"PA-SYS-003-API-01-Storage Setting (https://www.notion.so/PA-SYS-003-API-01-Storage-Setting-368f02c407dd8084ad04f65fedec4e43?pvs=21), PA-SYS-003-API-02-Update Storage Setting (https://www.notion.so/PA-SYS-003-API-02-Update-Storage-Setting-368f02c407dd8030943ee64fe6e9d5c1?pvs=21)","テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",S3/storage configuration,System Management,,Storage Setting,PA-SYS-003,Not started,,Platform SaaS Admin,"Storage type, bucket, quota",/admin/system/storage,,,プラットフォーム管理,システム管理,ストレージ設定を管理する。,ストレージ種別、バケット、容量制限
メールサーバ設定,"PA-SYS-002-API-01-Mail Server Setting (https://www.notion.so/PA-SYS-002-API-01-Mail-Server-Setting-368f02c407dd8013894fc0be08b5cea1?pvs=21), PA-SYS-002-API-02-Update Mail Server Setting (https://www.notion.so/PA-SYS-002-API-02-Update-Mail-Server-Setting-368f02c407dd80f8b489ffbc1db5ee20?pvs=21)","テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",SMTP/SES settings,System Management,,Mail Server Setting,PA-SYS-002,Not started,,Platform SaaS Admin,"SMTP host, sender address",/admin/system/mail,,,プラットフォーム管理,システム管理,メールサーバ設定を管理する。,SMTPホスト、送信元メール
システム設定,"PA-SYS-001-API-01-System Parameter Setting (https://www.notion.so/PA-SYS-001-API-01-System-Parameter-Setting-368f02c407dd8095847dc4274803c7cc?pvs=21), PA-SYS-001-API-02-Update System Parameter Setting (https://www.notion.so/PA-SYS-001-API-02-Update-System-Parameter-Setting-368f02c407dd80628e78e3a1e2b315f8?pvs=21)","テナント契約管理フロー (https://www.notion.so/362f02c407dd809eafb6dc53b21e0cff?pvs=21), テナント導入フロー (https://www.notion.so/362f02c407dd80568ef0e86fed11ca17?pvs=21)",Global system settings,System Management,,System Parameter Setting,PA-SYS-001,Not started,,Platform SaaS Admin,"System parameters, config values",/admin/system/settings,,,プラットフォーム管理,システム管理,システム全体設定を管理する。,システム設定値、構成情報
派遣先テナント初期設定,,,,Common,,Tenant init Setup,SA-COM-000,Not started,,SAKI Portal,,,,,派遣先ポータル,共通,派遣先テナント初期設定,
派遣元テナント初期設定,"MO-COM-000-API-01-Get Tenant Init Setup (https://www.notion.so/MO-COM-000-API-01-Get-Tenant-Init-Setup-36bf02c407dd80e3a19de12ae684eed8?pvs=21), MO-COM-000-API-02-Update Tenant Init Setup (https://www.notion.so/MO-COM-000-API-02-Update-Tenant-Init-Setup-36bf02c407dd8092ad41d3c053127266?pvs=21)",,,Common,,Tenant Init Setup,MO-COM-000,Not started,,MOTO Portal,,,,,派遣元ポータル,共通,派遣元テナント初期設定,
スタッフアカウント管理,"MO-STF-004-API-01-Get Staff Account Managerment (https://www.notion.so/MO-STF-004-API-01-Get-Staff-Account-Managerment-36bf02c407dd8060ab09c93ac43402be?pvs=21), MO-STF-006-API-01-Get Staff Employment History (https://www.notion.so/MO-STF-006-API-01-Get-Staff-Employment-History-36bf02c407dd809cbf11f0e7076308ad?pvs=21), MO-STF-005-API-01-Get Staff Attendance Status (https://www.notion.so/MO-STF-005-API-01-Get-Staff-Attendance-Status-36bf02c407dd80588be0d83eb3265f23?pvs=21), MO-STF-003-API-01-Get Staff Skill Sheet (https://www.notion.so/MO-STF-003-API-01-Get-Staff-Skill-Sheet-36bf02c407dd80cd9e56f4b4dfd2340c?pvs=21)",,Staff Account,Staff Management,,Staff Detail,MO-STF-004,Not started,,MOTO Portal,"Staff code, full name, status, active contract count",/moto/staff,"Untitled (https://www.notion.so/374f02c407dd8064954cd416e5cb9678?pvs=21), Untitled (https://www.notion.so/374f02c407dd806ebb52cc9c7b8601dc?pvs=21)",,派遣元ポータル,スタッフ管理,"  • Account発行
  • スタッフPW初期化
  • スタッフロック解除",スタッフコード、氏名、状態、稼働契約数
スタッフ勤怠状況,MO-STF-005-API-01-Get Staff Attendance Status (https://www.notion.so/MO-STF-005-API-01-Get-Staff-Attendance-Status-36bf02c407dd80588be0d83eb3265f23?pvs=21),,Staff Attendance Status,Staff Management,,Staff Attendance Status,MO-STF-005,Not started,,MOTO Portal,"Staff code, full name, status, active contract count",/moto/staff,,,派遣元ポータル,スタッフ管理,Staff Attendance Status,スタッフコード、氏名、状態、稼働契約数
スタッフ契約履歴,MO-STF-006-API-01-Get Staff Employment History (https://www.notion.so/MO-STF-006-API-01-Get-Staff-Employment-History-36bf02c407dd809cbf11f0e7076308ad?pvs=21),,Staff Employment History,Staff Management,,Staff Employment History,MO-STF-006,Not started,,MOTO Portal,"Staff code, full name, status, active contract count",/moto/staff,,,派遣元ポータル,スタッフ管理,Staff Employment History,スタッフコード、氏名、状態、稼働契約数
基本情報一覧,,,Danh sách attendance base settings.,e-TimeCard(対象外),,Attendance Base Info List,MO-ETC-005,Not started,,MOTO Portal,"Attendance config name, closing date, approval flow",/moto/e-timecard/base-info,,,派遣元ポータル,e-TimeCard,勤怠基本情報一覧を表示する。,設定名、締日、承認フロー
基本情報詳細,,,Chi tiết attendance base config.,e-TimeCard(対象外),,Attendance Base Info Detail,MO-ETC-006,Not started,,MOTO Portal,"Work rule, overtime rule, break rule, rounding rule",/moto/e-timecard/base-info/:id,,,派遣元ポータル,e-TimeCard,勤怠基本設定詳細を表示する。,勤務ルール、残業ルール、休憩ルール、丸めルール
基本情報作成,,,Tạo attendance base configuration.,e-TimeCard(対象外),,Create Attendance Base Info,MO-ETC-007,Not started,,MOTO Portal,"Attendance rules, closing cycle, work pattern",/moto/e-timecard/base-info/create,,,派遣元ポータル,e-TimeCard,勤怠基本設定を作成する。,勤怠ルール、締サイクル、勤務パターン
基本情報修正,,,Chỉnh sửa attendance base settings.,e-TimeCard(対象外),,Edit Attendance Base Info,MO-ETC-008,Not started,,MOTO Portal,"Updated attendance rules, modified fields",/moto/e-timecard/base-info/:id/edit,,,派遣元ポータル,e-TimeCard,勤怠基本設定を編集する。,更新ルール、修正項目
基本情報取消,,,Disable/cancel attendance config.,e-TimeCard(対象外),,Cancel Attendance Base Info,MO-ETC-009,Not started,,MOTO Portal,"Cancel reason, canceled datetime",/moto/e-timecard/base-info/:id/cancel,,,派遣元ポータル,e-TimeCard,勤怠基本設定を取消する。,取消理由、取消日時
基本情報コピー,,,Copy attendance config template.,e-TimeCard(対象外),,Copy Attendance Base Info,MO-ETC-010,Not started,,MOTO Portal,"Source config, copied fields",/moto/e-timecard/base-info/:id/copy,,,派遣元ポータル,e-TimeCard,勤怠設定をコピー作成する。,コピー元設定、コピー対象項目
基本情報延長,,,Extend attendance config validity period.,e-TimeCard(対象外),,Extend Attendance Base Info,MO-ETC-011,Not started,,MOTO Portal,"Current period, new period",/moto/e-timecard/base-info/:id/extend,,,派遣元ポータル,e-TimeCard,勤怠設定期間を延長する。,現在期間、延長期間
承認ルート一覧,,,Danh sách approval routes.,e-TimeCard(対象外),,Approval Route List,MO-ETC-012,Not started,,MOTO Portal,"Route name, approval steps, assigned approvers",/moto/e-timecard/approval-routes,,,派遣元ポータル,e-TimeCard,承認ルート一覧を表示する。,ルート名、承認段階、承認者
承認ルート詳細,,,Chi tiết approval workflow.,e-TimeCard(対象外),,Approval Route Detail,MO-ETC-013,Not started,,MOTO Portal,"Approval levels, approval conditions",/moto/e-timecard/approval-routes/:id,,,派遣元ポータル,e-TimeCard,承認ルート詳細を表示する。,承認段階、承認条件
承認者一括変更,,,Thay đổi approver hàng loạt.,e-TimeCard(対象外),,Bulk Approver Update,MO-ETC-014,Not started,,MOTO Portal,"Target routes, new approver, update result",/moto/e-timecard/approvers/bulk-update,,,派遣元ポータル,e-TimeCard,承認者を一括変更する。,対象ルート、新承認者、更新結果
勤怠ルール設定,,テナントマスタ管理フロー (https://www.notion.so/362f02c407dd8079998cccb206e8bbdd?pvs=21),Thiết lập attendance calculation rules.,e-TimeCard(対象外),,Attendance Rule Master,MO-ETC-015,Not started,,MOTO Portal,"Overtime rule, break rule, rounding rule",/moto/e-timecard/rules,,,派遣元ポータル,e-TimeCard,勤怠計算ルールを設定する。,残業ルール、休憩ルール、丸めルール
締日設定,,,Thiết lập closing cycle/date.,e-TimeCard(対象外),,Closing Date Setting,MO-ETC-016,Not started,,MOTO Portal,"Closing day, approval deadline",/moto/e-timecard/closing-settings,,,派遣元ポータル,e-TimeCard,勤怠締日を設定する。,締日、承認期限
勤怠ワークフロー設定,,,Thiết lập attendance workflow process.,e-TimeCard(対象外),,Attendance Workflow Setting,MO-ETC-017,Not started,,MOTO Portal,"Workflow steps, notification timing",/moto/e-timecard/workflows,,,派遣元ポータル,e-TimeCard,勤怠ワークフローを設定する。,ワークフロー段階、通知タイミング
テンプレートDL,,,Download CSV templates.,e-TimeCard(対象外),,CSV Template Download,MO-ETC-018,Not started,,MOTO Portal,"Template type, version",/moto/e-timecard/templates,,,派遣元ポータル,e-TimeCard,CSVテンプレートをダウンロードする。,テンプレート種別、バージョン
基本情報アップロード,,,Upload attendance base configuration.,e-TimeCard(対象外),,Attendance Config Upload,MO-ETC-019,Not started,,MOTO Portal,"Uploaded file, processing status",/moto/e-timecard/upload,,,派遣元ポータル,e-TimeCard,勤怠基本設定をアップロードする。,アップロードファイル、処理状態
アップロード結果一覧,,,Danh sách upload results.,e-TimeCard(対象外),,Upload Result List,MO-ETC-020,Not started,,MOTO Portal,"Upload file, validation result, success/error count",/moto/e-timecard/upload-results,,,派遣元ポータル,e-TimeCard,アップロード結果一覧を表示する。,アップロードファイル、検証結果、成功件数、エラー件数
検証エラー詳細,,,Chi tiết validation errors.,e-TimeCard(対象外),,Validation Error Detail,MO-ETC-021,Not started,,MOTO Portal,"Error row, error field, error message",/moto/e-timecard/validation-errors,,,派遣元ポータル,e-TimeCard,検証エラー詳細を表示する。,エラー行、対象項目、エラー内容
設定変更履歴,,,Lịch sử thay đổi attendance config.,e-TimeCard(対象外),,Attendance Config History,MO-ETC-022,Not started,,MOTO Portal,"Changed item, before/after value, operator",/moto/e-timecard/history,,,派遣元ポータル,e-TimeCard,勤怠設定変更履歴を参照する。,変更項目、変更前後値、操作者
勤怠アラート一覧,,,Dashboard cảnh báo attendance rule violation.,e-TimeCard(対象外),,Attendance Alert Dashboard,MO-ETC-023,Not started,,MOTO Portal,"Overtime warning, missing approval, deadline alert",/moto/e-timecard/alerts,,,派遣元ポータル,e-TimeCard,勤怠アラートを表示する。,残業警告、未承認、締切警告
