Name,Action,Action Description VI,Action JP,Data Scope,Module,Module Code,No,Route,Screen EN Fixed,Screen ID,Screen JP,Screen Key,Screen VN,System,System Code,System JP
platform.tenant.suspend_saki_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,371,/admin/saki-tenants/:id/suspend,Suspend SAKI Tenant,PA-TEN-011,派遣先テナント停止,suspend_saki_tenant,Suspend tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.suspend_saki_tenant.cancel,cancel,Hủy nghiệp vụ,取消,ALL,Tenant Management,tenant,372,/admin/saki-tenants/:id/suspend,Suspend SAKI Tenant,PA-TEN-011,派遣先テナント停止,suspend_saki_tenant,Suspend tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.restore_saki_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,373,/admin/saki-tenants/:id/restore,Restore SAKI Tenant,PA-TEN-012,派遣先テナント復旧,restore_saki_tenant,Restore tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.restore_saki_tenant.restore,restore,Khôi phục dữ liệu,復帰,ALL,Tenant Management,tenant,374,/admin/saki-tenants/:id/restore,Restore SAKI Tenant,PA-TEN-012,派遣先テナント復旧,restore_saki_tenant,Restore tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_feature_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,375,/admin/tenants/:id/features,Tenant Feature Setting,PA-TEN-013,テナント機能設定,tenant_feature_setting,Enable/disable module cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_feature_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Management,tenant,376,/admin/tenants/:id/features,Tenant Feature Setting,PA-TEN-013,テナント機能設定,tenant_feature_setting,Enable/disable module cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_domain_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,377,/admin/tenants/:id/domains,Tenant Domain Setting,PA-TEN-014,ドメイン設定,tenant_domain_setting,Mapping domain/subdomain tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_domain_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Management,tenant,378,/admin/tenants/:id/domains,Tenant Domain Setting,PA-TEN-014,ドメイン設定,tenant_domain_setting,Mapping domain/subdomain tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_branding_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,379,/admin/tenants/:id/branding,Tenant Branding Setting,PA-TEN-015,テナントブランド設定,tenant_branding_setting,Thiết lập logo/theme tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_branding_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Management,tenant,380,/admin/tenants/:id/branding,Tenant Branding Setting,PA-TEN-015,テナントブランド設定,tenant_branding_setting,Thiết lập logo/theme tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_usage_dashboard.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,381,/admin/tenants/:id/usage,Tenant Usage Dashboard,PA-TEN-016,テナント利用状況,tenant_usage_dashboard,Dashboard usage theo tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.tenant_onboarding_status.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,382,/admin/tenants/:id/onboarding,Tenant Onboarding Status,PA-TEN-017,導入準備状況,tenant_onboarding_status,Theo dõi onboarding/setup tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.additional_onboarding_procedure.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,383,/admin/tenants/:id/additional-onboarding,Additional Onboarding Procedure,PA-TEN-018,追加導入手続き,additional_onboarding_procedure,Thực hiện thêm module/setup onboarding,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.additional_onboarding_procedure.create,create,Tạo mới dữ liệu,作成,ALL,Tenant Management,tenant,384,/admin/tenants/:id/additional-onboarding,Additional Onboarding Procedure,PA-TEN-018,追加導入手続き,additional_onboarding_procedure,Thực hiện thêm module/setup onboarding,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_contract_list.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,385,/admin/tenant-contracts,Tenant Contract List,PA-LIC-001,テナント契約一覧,tenant_contract_list,Danh sách hợp đồng sử dụng hệ thống của tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_contract_detail.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,386,/admin/tenant-contracts/:id,Tenant Contract Detail,PA-LIC-002,テナント契約詳細,tenant_contract_detail,Chi tiết hợp đồng tenant và phạm vi sử dụng,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.create_tenant_contract.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,387,/admin/tenant-contracts/create,Create Tenant Contract,PA-LIC-003,テナント契約作成,create_tenant_contract,Tạo hợp đồng sử dụng cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.create_tenant_contract.create,create,Tạo mới dữ liệu,作成,ALL,Tenant Contract / Feature Management,tenant_contract,388,/admin/tenant-contracts/create,Create Tenant Contract,PA-LIC-003,テナント契約作成,create_tenant_contract,Tạo hợp đồng sử dụng cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.edit_tenant_contract.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,389,/admin/tenant-contracts/:id/edit,Edit Tenant Contract,PA-LIC-004,テナント契約編集,edit_tenant_contract,Chỉnh sửa điều kiện hợp đồng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.edit_tenant_contract.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Contract / Feature Management,tenant_contract,390,/admin/tenant-contracts/:id/edit,Edit Tenant Contract,PA-LIC-004,テナント契約編集,edit_tenant_contract,Chỉnh sửa điều kiện hợp đồng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_feature_grant_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,391,/admin/tenant-contracts/:id/features,Tenant Feature Grant Setting,PA-LIC-005,利用機能付与設定,tenant_feature_grant_setting,Cấp/bỏ quyền sử dụng từng module/function cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_feature_grant_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Contract / Feature Management,tenant_contract,392,/admin/tenant-contracts/:id/features,Tenant Feature Grant Setting,PA-LIC-005,利用機能付与設定,tenant_feature_grant_setting,Cấp/bỏ quyền sử dụng từng module/function cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_feature_grant_setting.assign,assign,Gán người dùng/quyền/đối tượng,割当,ALL,Tenant Contract / Feature Management,tenant_contract,393,/admin/tenant-contracts/:id/features,Tenant Feature Grant Setting,PA-LIC-005,利用機能付与設定,tenant_feature_grant_setting,Cấp/bỏ quyền sử dụng từng module/function cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.contract_feature_history.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,394,/admin/tenant-contracts/:id/feature-history,Contract Feature History,PA-LIC-007,利用機能変更履歴,contract_feature_history,Lịch sử thay đổi tính năng được cấp cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.contract_feature_history.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Contract / Feature Management,tenant_contract,395,/admin/tenant-contracts/:id/feature-history,Contract Feature History,PA-LIC-007,利用機能変更履歴,contract_feature_history,Lịch sử thay đổi tính năng được cấp cho tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.contract_document_management.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,396,/admin/tenant-contracts/:id/documents,Contract Document Management,PA-LIC-008,契約書管理,contract_document_management,Quản lý file hợp đồng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.contract_document_management.create,create,Tạo mới dữ liệu,作成,ALL,Tenant Contract / Feature Management,tenant_contract,397,/admin/tenant-contracts/:id/documents,Contract Document Management,PA-LIC-008,契約書管理,contract_document_management,Quản lý file hợp đồng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.contract_document_management.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Contract / Feature Management,tenant_contract,398,/admin/tenant-contracts/:id/documents,Contract Document Management,PA-LIC-008,契約書管理,contract_document_management,Quản lý file hợp đồng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.contract_document_management.delete,delete,Xóa dữ liệu,削除,ALL,Tenant Contract / Feature Management,tenant_contract,399,/admin/tenant-contracts/:id/documents,Contract Document Management,PA-LIC-008,契約書管理,contract_document_management,Quản lý file hợp đồng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_contract_suspend.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,400,/admin/tenant-contracts/:id/suspend,Tenant Contract Suspend,PA-LIC-009,テナント契約停止,tenant_contract_suspend,Tạm dừng hợp đồng sử dụng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_contract_suspend.cancel,cancel,Hủy nghiệp vụ,取消,ALL,Tenant Contract / Feature Management,tenant_contract,401,/admin/tenant-contracts/:id/suspend,Tenant Contract Suspend,PA-LIC-009,テナント契約停止,tenant_contract_suspend,Tạm dừng hợp đồng sử dụng tenant,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_contract_restore.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Contract / Feature Management,tenant_contract,402,/admin/tenant-contracts/:id/restore,Tenant Contract Restore,PA-LIC-010,テナント契約復旧,tenant_contract_restore,Khôi phục hợp đồng tenant đã tạm dừng,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant_contract.tenant_contract_restore.restore,restore,Khôi phục dữ liệu,復帰,ALL,Tenant Contract / Feature Management,tenant_contract,403,/admin/tenant-contracts/:id/restore,Tenant Contract Restore,PA-LIC-010,テナント契約復旧,tenant_contract_restore,Khôi phục hợp đồng tenant đã tạm dừng,Platform SaaS Admin,platform,プラットフォーム管理
platform.billing.billing_dashboard.view,view,Xem màn hình/dữ liệu,参照,ALL,Billing Management,billing,404,/admin/billing/dashboard,Billing Dashboard,PA-BILL-001,利用料金ダッシュボード,billing_dashboard,Dashboard doanh thu SaaS,Platform SaaS Admin,platform,プラットフォーム管理
platform.billing.usage_billing_list.view,view,Xem màn hình/dữ liệu,参照,ALL,Billing Management,billing,405,/admin/billing,Usage Billing List,PA-BILL-002,利用料金一覧,usage_billing_list,Danh sách billing SaaS,Platform SaaS Admin,platform,プラットフォーム管理
platform.billing.usage_billing_detail.view,view,Xem màn hình/dữ liệu,参照,ALL,Billing Management,billing,406,/admin/billing/:id,Usage Billing Detail,PA-BILL-003,利用料金詳細,usage_billing_detail,Chi tiết billing SaaS,Platform SaaS Admin,platform,プラットフォーム管理
platform.billing.billing_invoice_export.download,download,Download file/PDF,ダウンロード,ALL,Billing Management,billing,408,/admin/billing/:id/export,Billing Invoice Export,PA-BILL-004,請求書DL,billing_invoice_export,Export invoice PDF/CSV,Platform SaaS Admin,platform,プラットフォーム管理
platform.billing.billing_invoice_export.export,export,Export CSV/Excel,エクスポート,ALL,Billing Management,billing,409,/admin/billing/:id/export,Billing Invoice Export,PA-BILL-004,請求書DL,billing_invoice_export,Export invoice PDF/CSV,Platform SaaS Admin,platform,プラットフォーム管理
platform.billing.payment_status_management.view,view,Xem màn hình/dữ liệu,参照,ALL,Billing Management,billing,410,/admin/payments,Payment Status Management,PA-BILL-005,支払管理,payment_status_management,Theo dõi payment status,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user_list.view,view,Xem màn hình/dữ liệu,参照,ALL,User Management,user,414,/admin/users,Platform User List,PA-USER-001,管理ユーザー一覧,platform_user_list,Danh sách platform admins,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user_list.create,create,Tạo mới dữ liệu,作成,ALL,User Management,user,415,/admin/users,Platform User List,PA-USER-001,管理ユーザー一覧,platform_user_list,Danh sách platform admins,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user_list.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,User Management,user,416,/admin/users,Platform User List,PA-USER-001,管理ユーザー一覧,platform_user_list,Danh sách platform admins,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user_list.delete,delete,Xóa dữ liệu,削除,ALL,User Management,user,417,/admin/users,Platform User List,PA-USER-001,管理ユーザー一覧,platform_user_list,Danh sách platform admins,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user.view,view,Xem màn hình/dữ liệu,参照,ALL,User Management,user,418,/admin/users/create,Create Platform User,PA-USER-002,管理ユーザー作成,platform_user,Tạo platform admin user,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user.create,create,Tạo mới dữ liệu,作成,ALL,User Management,user,419,/admin/users/create,Create Platform User,PA-USER-002,管理ユーザー作成,platform_user,Tạo platform admin user,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,User Management,user,420,/admin/users/create,Create Platform User,PA-USER-002,管理ユーザー作成,platform_user,Tạo platform admin user,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.platform_user.delete,delete,Xóa dữ liệu,削除,ALL,User Management,user,421,/admin/users/create,Create Platform User,PA-USER-002,管理ユーザー作成,platform_user,Tạo platform admin user,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.role_master.view,view,Xem màn hình/dữ liệu,参照,ALL,User Management,user,422,/admin/roles,Role Master,PA-USER-003,権限マスタ,role_master,RBAC role management,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.role_master.create,create,Tạo mới dữ liệu,作成,ALL,User Management,user,423,/admin/roles,Role Master,PA-USER-003,権限マスタ,role_master,RBAC role management,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.role_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,User Management,user,424,/admin/roles,Role Master,PA-USER-003,権限マスタ,role_master,RBAC role management,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.role_master.delete,delete,Xóa dữ liệu,削除,ALL,User Management,user,425,/admin/roles,Role Master,PA-USER-003,権限マスタ,role_master,RBAC role management,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.password_reset.reset,reset,Reset/khởi tạo lại,初期化,ALL,User Management,user,427,/admin/users/password-reset,Password Reset,PA-USER-004,パスワード初期化,password_reset,Reset password admin user,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.account_lock_unlock.view,view,Xem màn hình/dữ liệu,参照,ALL,User Management,user,428,/admin/users/lock-management,Account Lock/Unlock,PA-USER-005,ロック解除,account_lock_unlock,Lock/unlock account,Platform SaaS Admin,platform,プラットフォーム管理
platform.user.account_lock_unlock.unlock,unlock,Mở khóa account/dữ liệu,ロック解除,ALL,User Management,user,429,/admin/users/lock-management,Account Lock/Unlock,PA-USER-005,ロック解除,account_lock_unlock,Lock/unlock account,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.system_parameter_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,System Management,system,434,/admin/system/settings,System Parameter Setting,PA-SYS-001,システム設定,system_parameter_setting,Global system settings,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.system_parameter_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,System Management,system,435,/admin/system/settings,System Parameter Setting,PA-SYS-001,システム設定,system_parameter_setting,Global system settings,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.mail_server_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,System Management,system,436,/admin/system/mail,Mail Server Setting,PA-SYS-002,メールサーバ設定,mail_server_setting,SMTP/SES settings,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.mail_server_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,System Management,system,437,/admin/system/mail,Mail Server Setting,PA-SYS-002,メールサーバ設定,mail_server_setting,SMTP/SES settings,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.storage_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,System Management,system,438,/admin/system/storage,Storage Setting,PA-SYS-003,ストレージ設定,storage_setting,S3/storage configuration,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.storage_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,System Management,system,439,/admin/system/storage,Storage Setting,PA-SYS-003,ストレージ設定,storage_setting,S3/storage configuration,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.api_key_management.view,view,Xem màn hình/dữ liệu,参照,ALL,System Management,system,440,/admin/system/api-keys,API Key Management,PA-SYS-004,APIキー管理,api_key_management,Quản lý API keys,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.api_key_management.create,create,Tạo mới dữ liệu,作成,ALL,System Management,system,441,/admin/system/api-keys,API Key Management,PA-SYS-004,APIキー管理,api_key_management,Quản lý API keys,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.api_key_management.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,System Management,system,442,/admin/system/api-keys,API Key Management,PA-SYS-004,APIキー管理,api_key_management,Quản lý API keys,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.api_key_management.delete,delete,Xóa dữ liệu,削除,ALL,System Management,system,443,/admin/system/api-keys,API Key Management,PA-SYS-004,APIキー管理,api_key_management,Quản lý API keys,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.maintenance_mode.view,view,Xem màn hình/dữ liệu,参照,ALL,System Management,system,444,/admin/system/maintenance,Maintenance Mode,PA-SYS-005,メンテナンスモード,maintenance_mode,Enable maintenance mode,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.maintenance_mode.execute,execute,Thực hiện process/batch,実行,ALL,System Management,system,445,/admin/system/maintenance,Maintenance Mode,PA-SYS-005,メンテナンスモード,maintenance_mode,Enable maintenance mode,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.backup_management.view,view,Xem màn hình/dữ liệu,参照,ALL,System Management,system,446,/admin/system/backups,Backup Management,PA-SYS-006,バックアップ管理,backup_management,Quản lý backup system,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.backup_management.create,create,Tạo mới dữ liệu,作成,ALL,System Management,system,447,/admin/system/backups,Backup Management,PA-SYS-006,バックアップ管理,backup_management,Quản lý backup system,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.backup_management.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,System Management,system,448,/admin/system/backups,Backup Management,PA-SYS-006,バックアップ管理,backup_management,Quản lý backup system,Platform SaaS Admin,platform,プラットフォーム管理
platform.system.backup_management.delete,delete,Xóa dữ liệu,削除,ALL,System Management,system,449,/admin/system/backups,Backup Management,PA-SYS-006,バックアップ管理,backup_management,Quản lý backup system,Platform SaaS Admin,platform,プラットフォーム管理
platform.batch.upload_history.view,view,Xem màn hình/dữ liệu,参照,ALL,Batch Management,batch,450,/admin/uploads,Upload History,PA-BAT-001,アップロード履歴,upload_history,Upload history viewer,Platform SaaS Admin,platform,プラットフォーム管理
platform.batch.validation_error_list.view,view,Xem màn hình/dữ liệu,参照,ALL,Batch Management,batch,453,/admin/validation-errors,Validation Error List,PA-BAT-005,検証エラー一覧,validation_error_list,Validation errors after upload,Platform SaaS Admin,platform,プラットフォーム管理
platform.batch.queue_monitoring.view,view,Xem màn hình/dữ liệu,参照,ALL,Batch Management,batch,456,/admin/queues,Queue Monitoring,PA-BAT-004,キュー監視,queue_monitoring,Monitor queue jobs,Platform SaaS Admin,platform,プラットフォーム管理
platform.batch.batch_execution_history.view,view,Xem màn hình/dữ liệu,参照,ALL,Batch Management,batch,458,/admin/batches,Batch Execution History,PA-BAT-003,バッチ実行履歴,batch_execution_history,Batch execution history,Platform SaaS Admin,platform,プラットフォーム管理
platform.batch.upload_result.view,view,Xem màn hình/dữ liệu,参照,ALL,Batch Management,batch,460,/admin/upload-results,Upload Result,PA-BAT-002,アップロード結果,upload_result,Upload result viewer,Platform SaaS Admin,platform,プラットフォーム管理
saki.attendance.special_clause_application_create.create,create,Tạo mới dữ liệu,作成,ALL/DEPARTMENT/ASSIGNED_ONLY,(未分類),attendance,466,/saki/attendance/special-clause/create,Special Clause Application Create,SA-ATT-010,特別条項適用申請作成,special_clause_application_create,Tạo mới và đăng ký yêu cầu áp dụng điều khoản đặc biệt của Hiệp định 36,SAKI Portal,saki,派遣先ポータル
saki.attendance.special_clause_application_create.submit,submit,Submit/gửi workflow,提出,ALL/DEPARTMENT/ASSIGNED_ONLY,(未分類),attendance,467,/saki/attendance/special-clause/create,Special Clause Application Create,SA-ATT-010,特別条項適用申請作成,special_clause_application_create,Tạo mới và đăng ký yêu cầu áp dụng điều khoản đặc biệt của Hiệp định 36,SAKI Portal,saki,派遣先ポータル
staff.attendance.attendance_list.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,468,/staff/attendance,Attendance List,ST-ATT-001,勤怠一覧,attendance_list,Danh sách attendance của staff.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.attendance_detail.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,469,/staff/attendance/:id,Attendance Detail,ST-ATT-002,勤怠詳細,attendance_detail,Xem chi tiết attendance.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.attendance_input.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,470,/staff/attendance/input,Attendance Input,ST-ATT-003,勤怠入力,attendance_input,Nhập attendance hàng ngày.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.attendance_input.create,create,Tạo mới dữ liệu,作成,SELF_ONLY,Attendance Management,attendance,471,/staff/attendance/input,Attendance Input,ST-ATT-003,勤怠入力,attendance_input,Nhập attendance hàng ngày.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.attendance_edit.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,472,/staff/attendance/:id/edit,Attendance Edit,ST-ATT-004,勤怠修正,attendance_edit,Chỉnh sửa attendance trước approval.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.attendance_edit.edit,edit,Chỉnh sửa dữ liệu,修正,SELF_ONLY,Attendance Management,attendance,473,/staff/attendance/:id/edit,Attendance Edit,ST-ATT-004,勤怠修正,attendance_edit,Chỉnh sửa attendance trước approval.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.attendance_approval_status.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,480,/staff/attendance/approval-status,Attendance Approval Status,ST-ATT-006,勤怠承認状況,attendance_approval_status,Kiểm tra trạng thái approve attendance.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.shift_schedule.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,481,/staff/shifts,Shift Schedule,ST-ATT-007,シフト予定,shift_schedule,Xem lịch làm việc/shift.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.work_schedule_calendar.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,482,/staff/calendar,Work Schedule Calendar,ST-ATT-008,勤務カレンダー,work_schedule_calendar,Calendar attendance/work schedule.,Staff Mobile APP,staff,スタッフアプリ
staff.attendance.overtime_alert.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Attendance Management,attendance,483,/staff/overtime-alerts,Overtime Alert,ST-ATT-009,残業アラート,overtime_alert,Alert overtime/36 agreement limit.,Staff Mobile APP,staff,スタッフアプリ
saki.attendance.special_clause_application_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,(未分類),attendance,484,/saki/attendance/special-clause/:id,Special Clause Application Detail,SA-ATT-011,特別条項適用申請詳細,special_clause_application_detail,Chi tiết yêu cầu điều khoản đặc biệt,SAKI Portal,saki,派遣先ポータル
saki.attendance.special_clause_application_edit.edit,edit,Chỉnh sửa dữ liệu,修正,ALL/DEPARTMENT/ASSIGNED_ONLY,(未分類),attendance,486,/saki/attendance/special-clause/:id/edit,Special Clause Application Edit,SA-ATT-012,特別条項適用申請編集,special_clause_application_edit,Sửa đổi yêu cầu điều khoản đặc biệt,SAKI Portal,saki,派遣先ポータル
staff.auth.login.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Authentication,auth,488,/staff/login,Login,ST-AUTH-001,ログイン,login,Đăng nhập staff app bằng ID/password hoặc OTP.,Staff Mobile APP,staff,スタッフアプリ
staff.auth.login.execute,execute,Thực hiện process/batch,実行,SELF_ONLY,Authentication,auth,489,/staff/login,Login,ST-AUTH-001,ログイン,login,Đăng nhập staff app bằng ID/password hoặc OTP.,Staff Mobile APP,staff,スタッフアプリ
staff.auth.logout.execute,execute,Thực hiện process/batch,実行,SELF_ONLY,Authentication,auth,490,/staff/logout,Logout,ST-AUTH-002,ログアウト,logout,Logout khỏi app.,Staff Mobile APP,staff,スタッフアプリ
staff.auth.password_reset.reset,reset,Reset/khởi tạo lại,初期化,SELF_ONLY,Authentication,auth,493,/staff/password-reset,Password Reset,ST-AUTH-003,パスワード初期化,password_reset,Reset/change password.,Staff Mobile APP,staff,スタッフアプリ
staff.auth.forgot_password.reset,reset,Reset/khởi tạo lại,初期化,SELF_ONLY,Authentication,auth,500,/staff/auth/forgot-password,Forgot password,ST-AUTH-006,パスワードの再設定,forgot_password,Staff forgot password,Staff Mobile APP,staff,スタッフアプリ
staff.home.staff_dashboard.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Home,home,509,/staff/home,Staff Dashboard,ST-HOME-001,ホーム,staff_dashboard,Dashboard chính của staff app.,Staff Mobile APP,staff,スタッフアプリ
staff.home.notification_center.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Home,home,510,/staff/notifications,Notification Center,ST-HOME-002,お知らせ一覧,notification_center,Danh sách thông báo tới staff.,Staff Mobile APP,staff,スタッフアプリ
staff.home.notification_detail.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Home,home,511,/staff/announcements/:id,Notification Detail,ST-HOME-003,お知らせ詳細,notification_detail,Chi tiết announcement/notice.,Staff Mobile APP,staff,スタッフアプリ
staff.home.account_dashboard.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,Home,home,512,/staff/account,Account dashboard,ST-HOME-004,アカウント,account_dashboard,Common account dashboard,Staff Mobile APP,staff,スタッフアプリ
staff.common.staff_profile.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,(未分類),common,513,/staff/profile,Staff profile,ST-PRO-001,プロフィール,staff_profile,Trang thông tin staff,Staff Mobile APP,staff,
staff.common.change_staff_info.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY,(未分類),common,514,/staff/profile/edit,Change staff info,ST-PRO-002,プロフィール編集,change_staff_info,Staff tự chỉnh sửa thông tin,Staff Mobile APP,staff,
